Query,original_sexp,table_id
"aantal bedrijven in de landbouw, bosbouw en visserij met 10 of meer werkzame personen in de regio IJmond in 2010",(VALUE (81644NED (MSR WP19088 (WHERE (DIM BedrijfstakkenBranchesSBI2008 301000) (DIM GC CR20) (DIM TC 2010JJ00))))),81644NED
Hoeveel vof's waren er in de industrie in groot-rijnmond in 2014,(VALUE (81644NED (MSR A028836 (WHERE (DIM BedrijfstakkenBranchesSBI2008 307500) (DIM GC CR29) (DIM TC 2014JJ00))))),81644NED
hoeveel vestigingen van bedrijven in de delfstoffenwinning waren er in gelderland in 2019,(VALUE (81644NED (MSR A047603 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC PV25) (DIM TC 2019JJ00))))),81644NED
hoeveel bedrijven in de delfstoffenwinning in zuid-nederland in 2016,(VALUE (81644NED (MSR A047600 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC LD04) (DIM TC 2016JJ00))))),81644NED
hoeveel bouwbedrijven waren er met 10 of meer werkzame personen in utrecht in 2012,(VALUE (81644NED (MSR WP19088 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM GC PV26) (DIM TC 2012JJ00))))),81644NED
Hoeveel bedrijven in de landbouwsector met 2 tot 10 werkzame personen zijn er in Extra-Regio (LD) 2021?,(VALUE (81644NED (MSR WP19080 (WHERE (DIM BedrijfstakkenBranchesSBI2008 301000) (DIM GC LDZZ) (DIM TC 2021JJ00))))),81644NED
hoeveel bouwbedrijven waren er in 2015 in Groningen met 1 werkzaam persoon,(VALUE (81644NED (MSR WP19079 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM GC PV20) (DIM TC 2015JJ00))))),81644NED
hoeveel bedrijven in de delfstoffenwinning waren er in zuidwest-gelderland in 2018,(VALUE (81644NED (MSR A047603 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC CR16) (DIM TC 2018JJ00))))),81644NED
Hoeveel bedrijven in de informatie en communicatie sector zijn er in Zuidoost-Noord-Brabant in 2020 met een overige rechtsvorm?,(VALUE (81644NED (MSR A047603 (WHERE (DIM BedrijfstakkenBranchesSBI2008 391600) (DIM GC CR36) (DIM TC 2020JJ00))))),81644NED
hoeveel vestigingen van bedrijven in de delfstoffenwinning in het buitenland waren er in 2019,(VALUE (81644NED (MSR WP19073 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC CR98) (DIM TC 2019JJ00))))),81644NED
hoeveel eenmanszaken waren er in de landbouw in delfzijl in 2019,(VALUE (81644NED (MSR WP19079 (WHERE (DIM BedrijfstakkenBranchesSBI2008 301000) (DIM GC CR02) (DIM TC 2019JJ00))))),81644NED
Hoeveel vof's in de transportsector zijn er in flevoland in 2023,(VALUE (81644NED (MSR A028836 (WHERE (DIM BedrijfstakkenBranchesSBI2008 383100) (DIM GC PV24) (DIM TC 2023JJ00))))),81644NED
hoeveel bedrijven in de delfstoffenwinning in flevoland in 2018,(VALUE (81644NED (MSR A047600 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC PV24) (DIM TC 2018JJ00))))),81644NED
grootte van bouwbedrijven in Flevoland in 2013,(VALUE (81644NED (MSR WP19073 (WHERE (DIM BedrijfstakkenBranchesSBI2008 350000) (DIM GC CR40) (DIM TC 2013JJ00))))),81644NED
hoeveel goederen zijn er in 2019 afgevoerd via pijpleidingen,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen A043083) (DIM TC 2019JJ00))))),83101NED
hoeveel goederen zijn er in 2007 vervoert per pijpleiding binnenlands,(VALUE (83101NED (MSR A045747 (WHERE (DIM Vervoerwijzen A043083) (DIM TC 2007JJ00))))),83101NED
Hoeveel goederen zijn er naar zee vervoerd in 2001?,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen A043078) (DIM TC 2001JJ00))))),83101NED
Totale afvoer van goederen in 2001,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen T001352) (DIM TC 2001JJ00))))),83101NED
goederenvervoer over de weg in 2014,(VALUE (83101NED (MSR A045747 (WHERE (DIM Vervoerwijzen A043080) (DIM TC 2014JJ00))))),83101NED
binnenvaart aanvoer 2004,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043079) (DIM TC 2004JJ00))))),83101NED
Wat is het totale gewicht aan- en afgevoerd in het goederenvervoer in 2001?,(VALUE (83101NED (MSR A045946_2 (WHERE (DIM Vervoerwijzen T001352) (DIM TC 2001JJ00))))),83101NED
zeevaart aanvoer 2006,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043078) (DIM TC 2006JJ00))))),83101NED
goederenvervoer afvoer per spoor in 2016,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen A043081) (DIM TC 2016JJ00))))),83101NED
hoeveel ton goederen werd er vervoerd per binnenvaart in 2011,(VALUE (83101NED (MSR A045747 (WHERE (DIM Vervoerwijzen A043079) (DIM TC 2011JJ00))))),83101NED
hoeveelheid goederen vervoerd via pijpleidingen in 2019,(VALUE (83101NED (MSR T001448 (WHERE (DIM Vervoerwijzen A043083) (DIM TC 2019JJ00))))),83101NED
luchtvaart aanvoer 2005,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043082) (DIM TC 2005JJ00))))),83101NED
goederen aanvoer binnenvaart 2012 ,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043079) (DIM TC 2012JJ00))))),83101NED
Hoeveel goederen werden er vervoerd met de trein in 1999?,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen A043081) (DIM TC 1999JJ00))))),83101NED
Hoeveel ton goederen werd er in 2013 aangevoerd per vliegtuig?,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043082) (DIM TC 2013JJ00))))),83101NED
Goederenafvoer in 2002,(VALUE (83101NED (MSR A045749 (WHERE (DIM Vervoerwijzen T001352) (DIM TC 2002JJ00))))),83101NED
Hoeveel goederen zijn er vervoerd via het spoor in 2004?,(VALUE (83101NED (MSR A045946_2 (WHERE (DIM Vervoerwijzen A043081) (DIM TC 2004JJ00))))),83101NED
goederenvervoer spoor 2000,(VALUE (83101NED (MSR A045748 (WHERE (DIM Vervoerwijzen A043081) (DIM TC 2000JJ00))))),83101NED
Wat is het totaal aantal tonnen vervoerd via de weg in 2020?,(VALUE (83101NED (MSR T001448 (WHERE (DIM Vervoerwijzen A043080) (DIM TC 2020JJ00))))),83101NED
ladinggewicht zeevaart 2021,(VALUE (83101NED (MSR A045946_2 (WHERE (DIM Vervoerwijzen A043078) (DIM TC 2021JJ00))))),83101NED
openstaande vacatures in de sector nijverheid en energie in Drenthe in het 2e kwartaal van 2019,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300003) (DIM GC PV22) (DIM TC 2019KW02))))),83599NED
Hoeveel openstaande vacatures waren er in het eerste kwartaal van 2013 in de sector vervoer en opslag in Zuid-Holland?,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 383100) (DIM GC PV28) (DIM TC 2013KW01))))),83599NED
vacatures bij specialistische zakelijke diensten in Gelderland 2e kwartaal 2021,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 403300) (DIM GC PV25) (DIM TC 2021KW02))))),83599NED
aantal openstaande vacatures in het 1e kwartaal van 2019 in de zakelijke dienstverlening,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 410200) (DIM GC NL01) (DIM TC 2019KW01))))),83599NED
aantal openstaande vacatures in de gezondheids- en welzijnszorg in het 4e kwartaal van 2013,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 422400) (DIM GC NL01) (DIM TC 2013KW04))))),83599NED
openstaande vacatures in de handel in Drenthe in het eerste kwartaal van 2013,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 354200) (DIM GC PV22) (DIM TC 2013KW01))))),83599NED
vacatures bij de overheid in Zuid-Holland in het 1e kwartaal van 2022,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 417400) (DIM GC PV28) (DIM TC 2022KW01))))),83599NED
openstaande vacatures in de sector informatie en communicatie in flevoland in het vierde kwartaal van 2020,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 391600) (DIM GC PV24) (DIM TC 2020KW04))))),83599NED
Hoeveel openstaande vacatures waren er in het 1e kwartaal van 2018 in de handel in Drenthe?,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 354200) (DIM GC PV22) (DIM TC 2018KW01))))),83599NED
"Openstaande vacatures in de cultuur, sport en recreatie sector in Gelderland in het 2e kwartaal van 2013",(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 428100) (DIM GC PV25) (DIM TC 2013KW02))))),83599NED
vacatures in de handel in het derde kwartaal van 2022,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 354200) (DIM GC LD03) (DIM TC 2022KW03))))),83599NED
vacatures zakelijke dienstverlening in Flevoland 4e kwartaal 2012,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300010) (DIM GC PV24) (DIM TC 2012KW04))))),83599NED
hoeveel openstaande vacatures zijn er in de delfstoffenwinning in limburg in het 1e kwartaal van 2021,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM GC PV31) (DIM TC 2021KW01))))),83599NED
openstaande vacatures in het 2e kwartaal van 2013 in de verhuur en overige zakelijke diensten in Limburg,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 410200) (DIM GC PV31) (DIM TC 2013KW02))))),83599NED
vacatures in de overige dienstverlening in Drenthe in het 2e kwartaal van 2016,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 435500) (DIM GC PV22) (DIM TC 2016KW02))))),83599NED
openstaande vacatures in de nijverheid en energie sector in Zeeland in het 3e kwartaal van 2019,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300003) (DIM GC PV29) (DIM TC 2019KW03))))),83599NED
energievoorziening vacatures zuid-nederland,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 346600) (DIM GC LD04) (DIM TC 2023KW01))))),83599NED
Openstaande vacatures in de niet-commerciële dienstverlening in Fryslân in het 2e kwartaal van 2017,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300013) (DIM GC PV21) (DIM TC 2017KW02))))),83599NED
openstaande vacatures in de niet-commerciële dienstverlening in Noord-Holland in het 4e kwartaal van 2016,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300013) (DIM GC PV27) (DIM TC 2016KW04))))),83599NED
openstaande vacatures in Friesland in het 3e kwartaal van 2021,(VALUE (83599NED (MSR D001271 (WHERE (DIM BedrijfstakkenBranchesSBI2008 T001081) (DIM GC PV21) (DIM TC 2021KW03))))),83599NED
Hoeveel ongehuwde mannen met een westerse migratieachtergrond hadden in 2020 een pensioenaanspraak tussen de 25 en 35 jaar?,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1010) (DIM Geslacht 3000) (DIM Leeftijd 53500) (DIM Migratieachtergrond 2012655) (DIM TC 2020JJ00))))),84326NED
bruto jaarbedrag opgebouwd pensioen 2018 voor personen met een niet-westers migratieachtergrond die gehuwd zijn,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1020) (DIM Geslacht 9000) (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012657) (DIM TC 2018JJ00))))),84326NED
totaal bruto jaarbedrag opgebouwd pensioen voor personen tussen de 35 en 45 jaar met onbekend geslacht die gehuwd zijn in 2020,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1020) (DIM Geslacht 9000) (DIM Leeftijd 53700) (DIM Migratieachtergrond T001040) (DIM TC 2020JJ00))))),84326NED
"wat is het bruto jaarbedrag opgebouwd pensioen voor mensen met een niet-westerse migratieachtergrond die niet gehuwd zijn, jonger zijn dan 25 jaar met een onbekend geslacht in 2021",(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1110) (DIM Geslacht 9000) (DIM Leeftijd 41500) (DIM Migratieachtergrond 2012657) (DIM TC 2021JJ00))))),84326NED
bruto jaarbedrag opgebouwd pensioen voor gehuwde personen van 35 tot 45 jaar in 2017,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1020) (DIM Geslacht T001038) (DIM Leeftijd 53700) (DIM Migratieachtergrond T001040) (DIM TC 2017JJ00))))),84326NED
hoeveel personen met een westerse migratieachtergrond hadden een pensioen in 2021,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1010) (DIM Geslacht 9000) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012655) (DIM TC 2021JJ00))))),84326NED
bruto jaarbedrag opgebouwd pensioen van verweduwde mannen met westerse migratieachtergrond in 2020,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1050) (DIM Geslacht 3000) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012655) (DIM TC 2020JJ00))))),84326NED
Hoeveel ongehuwde vrouwen jonger dan 25 jaar hadden pensioenaanspraken in 2020 met een onbekende migratieachtergrond?,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1010) (DIM Geslacht 4000) (DIM Leeftijd 41500) (DIM Migratieachtergrond 2012659) (DIM TC 2020JJ00))))),84326NED
bruto jaarbedrag pensioen 2021 van personen met onbekende burgerlijke staat en onbekend geslacht en leeftijd tussen 35 en 45,(VALUE (84326NED (MSR M001966 (WHERE (DIM BurgerlijkeStaat 1120) (DIM Geslacht 9000) (DIM Leeftijd 53700) (DIM Migratieachtergrond T001040) (DIM TC 2021JJ00))))),84326NED
bruto jaarbedrag opgebouwd pensioen westerse mannen met migratieachtergrond tussen de 25 en 35 in 2016,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Geslacht 3000) (DIM Leeftijd 53500) (DIM Migratieachtergrond 2012655) (DIM TC 2016JJ00))))),84326NED
hoeveel gescheiden mannen tussen de 45 en 55 jaar hadden in 2016 pensioenaanspraken,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1080) (DIM Geslacht 3000) (DIM Leeftijd 53800) (DIM Migratieachtergrond T001040) (DIM TC 2016JJ00))))),84326NED
wat is het bruto jaarbedrag van het opgebouwde pensioen voor gescheiden vrouwen met een westerse migratieachtergrond van 55 jaar tot AOW-leeftijd in 2020,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1080) (DIM Geslacht 4000) (DIM Leeftijd 90170) (DIM Migratieachtergrond 2012655) (DIM TC 2020JJ00))))),84326NED
aantal mannen met pensioenaanspraken met westerse migratieachtergrond in 2021,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1080) (DIM Geslacht 3000) (DIM Leeftijd 10000) (DIM Migratieachtergrond 2012655) (DIM TC 2021JJ00))))),84326NED
Pensioen verweduwde mannen 2019,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1050) (DIM Geslacht 3000) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012659) (DIM TC 2019JJ00))))),84326NED
aantal verweduwde mannen met pensioenaanspraken in 2019,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1050) (DIM Geslacht 3000) (DIM Leeftijd 10000) (DIM Migratieachtergrond T001040) (DIM TC 2019JJ00))))),84326NED
Hoeveel personen tussen de 45 en 55 jaar hebben pensioenaanspraken?,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Geslacht 9000) (DIM Leeftijd 53800) (DIM Migratieachtergrond 2012659) (DIM TC 2020JJ00))))),84326NED
hoeveel mensen ongehuwd met pensioen in 2019,(VALUE (84326NED (MSR M004467 (WHERE (DIM BurgerlijkeStaat 1010) (DIM Geslacht 9000) (DIM Leeftijd 90200) (DIM Migratieachtergrond T001040) (DIM TC 2019JJ00))))),84326NED
Wat is het bruto jaarbedrag te bereiken pensioen voor niet-westerse mannen in 2021?,(VALUE (84326NED (MSR M001966 (WHERE (DIM BurgerlijkeStaat T001019) (DIM Geslacht 3000) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012657) (DIM TC 2021JJ00))))),84326NED
bruto jaarbedrag opgebouwd pensioen voor ongehuwde mannen buiten Nederland in 2020,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1110) (DIM Geslacht 3000) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012605) (DIM TC 2020JJ00))))),84326NED
hoeveel ongehuwde vrouwen van 55 jaar tot de aow-leeftijd zonder migratieachtergrond bouwden in 2021 pensioen op,(VALUE (84326NED (MSR M001965 (WHERE (DIM BurgerlijkeStaat 1010) (DIM Geslacht 4000) (DIM Leeftijd 90170) (DIM Migratieachtergrond 2012659) (DIM TC 2021JJ00))))),84326NED
hoeveel kilogram aan bruinkool en bruinkoolbriketten werd er gewonnen als energie product in mei 2021,(VALUE (84472NED (MSR M002152 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2021MM05))))),84472NED
hoeveel bruinkool is er verbruikt door cokesfabrieken in het 2e kwartaal van 2023?,(VALUE (84472NED (MSR 320100 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2023KW02))))),84472NED
verbruik van cokesovencokes in juli 2020 door de ijzer en staalindustrie,(VALUE (84472NED (MSR 800047 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2020MM07))))),84472NED
Hoeveel cokesovencokes is er in augustus 2022 geproduceerd?,(VALUE (84472NED (MSR M001566 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2022MM08))))),84472NED
Hoeveel cokesovencokes is er in het eerste kwartaal van 2015?,(VALUE (84472NED (MSR M002150_2 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2015KW01))))),84472NED
hoeveel cokesovencokes is er in april 2020 verbruikt door energiebedrijven,(VALUE (84472NED (MSR 346700 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2020MM04))))),84472NED
hoeveelheid steenkool in de industrie in 2021,(VALUE (84472NED (MSR 307500 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2021JJ00))))),84472NED
hoeveel herwonnen producten van steenkool was er in juli 2017,(VALUE (84472NED (MSR M002152 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2017MM07))))),84472NED
wat is het aanbod van cokesovencokes in 2020 in miljoen kilogram,(VALUE (84472NED (MSR M002153 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2020JJ00))))),84472NED
hoeveel bruinkool en bruinkoolbriketten zijn er in het 3e kwartaal van 2023 ingevoerd,(VALUE (84472NED (MSR A028800 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2023KW03))))),84472NED
Hoeveel cokesovencokes is verbruikt in de ijzer en staalindustrie in juni 2016?,(VALUE (84472NED (MSR 800047 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2016MM06))))),84472NED
hoeveel bruinkool en bruinkoolbriketten is er geëxporteerd in januari van 2015,(VALUE (84472NED (MSR A028807 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2015MM01))))),84472NED
hoeveel steenkool werd er in juli 2023 in de industrie verbruikt,(VALUE (84472NED (MSR 307500 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2023MM07))))),84472NED
hoeveelheid steenkool in 1e kwartaal 2022 voor cokesfabrieken,(VALUE (84472NED (MSR 320100 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2022KW01))))),84472NED
productie cokesfabrieken juli 2022,(VALUE (84472NED (MSR 320100 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2022MM07))))),84472NED
invoer van bruinkool in oktober 2020,(VALUE (84472NED (MSR A028800 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2020MM10))))),84472NED
hoeveel bruinkool en bruinkoolbriketten waren er in het vierde kwartaal van 2016 aan het einde van de voorraad,(VALUE (84472NED (MSR M002154 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2016KW04))))),84472NED
hoeveel steenkool hebben energiebedrijven verbruikt in maart 2021,(VALUE (84472NED (MSR 346700 (WHERE (DIM KolenEnKoolproducten E006461) (DIM TC 2021MM03))))),84472NED
wat is de productie van cokesovencokes door energiebedrijven in september 2020,(VALUE (84472NED (MSR 346700 (WHERE (DIM KolenEnKoolproducten E006472) (DIM TC 2020MM09))))),84472NED
hoeveelheid bruinkool en bruinkoolbriketten verbruikt in augustus 2015,(VALUE (84472NED (MSR M002459 (WHERE (DIM KolenEnKoolproducten E007162) (DIM TC 2015MM08))))),84472NED
Wat is de groei-indicatie geschatte waarde van vervoerde goederen in containers in de farmaceutische industrie?,(VALUE (84668NED (MSR M001600_1 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048724) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043081) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2013JJ00))))),84668NED
wat is het geschatte brutogewicht van goederen vervoerd in een container in 2008,(VALUE (84668NED (MSR B000165_2 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen T001567) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043083) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2008JJ00))))),84668NED
groei indicatie gewicht goederen binnenvaart 2015,(VALUE (84668NED (MSR M001600_2 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen T001567) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043079) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2015JJ00))))),84668NED
hoeveel containers met kolen uit Europa in 2019 ,(VALUE (84668NED (MSR MBG0095_1 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048715) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043080) (DIM WerelddelenEnLandengroepen L007933) (DIM TC 2019JJ00))))),84668NED
hoeveel containers met afval en secundaire grondstoffen werden er in 2014 vervoerd per luchtvaart,(VALUE (84668NED (MSR MBG0095_1 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048731) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043082) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2014JJ00))))),84668NED
hoeveelheid aardolieproducten uit Europa in 2009,(VALUE (84668NED (MSR M001576_2 (WHERE (DIM Containervervoer A048522) (DIM Goederengroepen A048719) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen T001352) (DIM WerelddelenEnLandengroepen L007933) (DIM TC 2009JJ00))))),84668NED
hoeveel kunststoffen en rubber zijn er in containers vervoerd in 2012,(VALUE (84668NED (MSR MBG0095_1 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048725) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043081) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2012JJ00))))),84668NED
wat is het aandeel van de waarde van de goederenstroom vanuit Europa in 2018,(VALUE (84668NED (MSR M001576_1 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen T001567) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen T001352) (DIM WerelddelenEnLandengroepen L007933) (DIM TC 2018JJ00))))),84668NED
betrouwbaarheidsmarge brutogewicht van farmaceutica en chemische specialiteiten inkomend transport zeevaart 2015,(VALUE (84668NED (MSR B000165_2 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen A048724) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043078) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2015JJ00))))),84668NED
"Wat is het geschat brutogewicht van zand, grind en klei dat niet vervoerd is in een container in 2012?",(VALUE (84668NED (MSR M001600_2 (WHERE (DIM Containervervoer A048522) (DIM Goederengroepen A048721) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043080) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2012JJ00))))),84668NED
Wat is het gewicht van ruwe aardolie dat niet vervoerd is in een container per zeevaart uit Europa in 2011?,(VALUE (84668NED (MSR MBG0095_1 (WHERE (DIM Containervervoer A048522) (DIM Goederengroepen A048718) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043078) (DIM WerelddelenEnLandengroepen L007933) (DIM TC 2011JJ00))))),84668NED
Wat is het geschat brutogewicht van goederen in de basismetaal en metaalproducten sector die in 2014 met de trein zijn vervoerd?,(VALUE (84668NED (MSR B000165_2 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen A048726) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043081) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2014JJ00))))),84668NED
Wat was de waarde van het vervoer van machines en elektronica in containers in de zeevaart in 2011?,(VALUE (84668NED (MSR M001597_2 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048727) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043078) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2011JJ00))))),84668NED
wat was het geschatte aandeel van de farmaceutica in de goederenstroom van het wegvervoer in 2021,(VALUE (84668NED (MSR M001576_1 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen A048724) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043080) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2021JJ00))))),84668NED
Wat is het totaal geschat brutogewicht van goederen vervoerd met het wegvervoer in 2015?,(VALUE (84668NED (MSR M001597_5 (WHERE (DIM Containervervoer T001561) (DIM Goederengroepen T001567) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043080) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2015JJ00))))),84668NED
Wat is de waarde van textiel vervoerd in containers?,(VALUE (84668NED (MSR M001600_1 (WHERE (DIM Containervervoer A048521) (DIM Goederengroepen A048729) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen A043079) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2017JJ00))))),84668NED
wat is het gewicht van machines en elektronica die niet vervoerd zijn in een container in 2013,(VALUE (84668NED (MSR B000165_2 (WHERE (DIM Containervervoer A048522) (DIM Goederengroepen A048727) (DIM Goederenstromen A028799) (DIM HerkomstBestemmingLadenLossen A048523) (DIM Vervoerwijzen T001352) (DIM WerelddelenEnLandengroepen T001047) (DIM TC 2013JJ00))))),84668NED
